,POA 2021 Code,POA 2021 Area (km2),MMM 2023,MMM 2023 Area in POA 2021 (km2)
,2847,98.897,5,98.9
,2848,166.2149,5,166.2
,2849,2801.0405,5,2801.0
,2850,6005.3758,4,271.5
,2850,6005.3758,5,5733.8
,2852,1240.991,5,1241.0
,2864,438.2457,5,438.2
,2865,620.1745,5,620.2
,2866,1198.7089,5,1198.7
,2867,1042.378,5,1042.4
,2868,777.9814,5,778.0
,2869,2103.7978,5,2103.8
,2870,2453.9995,4,234.8
,2870,2453.9995,5,2219.2
,2871,3837.8532,4,241.2
,2871,3837.8532,5,3596.7
,2873,3202.9936,6,3203.0
,2874,1358.1326,5,829.8
,2874,1358.1326,6,528.4
,2875,2311.0022,5,1646.0
,2875,2311.0022,6,665.0
,2876,935.4993,5,935.5
,2877,15332.1603,5,825.8
,2877,15332.1603,6,14506.4
,2878,18261.1234,6,3149.8
,2878,18261.1234,7,15111.3
,2879,13320.0094,6,2115.4
,2879,13320.0094,7,11204.6
,2880,66191.4077,3,170.1
,2880,66191.4077,6,44674.7
,2880,66191.4077,7,21346.6
,2898,16.2918,7,16.3
,2899,38.651,7,38.7
,2900,101.0226,1,25.4
,2900,101.0226,2,75.6
,2902,11.3361,1,11.3
,2903,6.484,1,6.5
,2904,9.7514,1,9.8
,2905,19.8141,1,19.8
,2906,11.2186,1,11.2
,2911,5.0536,1,5.1
,2912,31.9188,1,31.9
,2913,21.81,1,21.8
,2914,16.4832,1,16.5
,3000,2.4814,1,2.5
,3002,1.8557,1,1.9
,3003,6.5822,1,6.6
,3004,4.0421,1,4.0
,3006,1.8542,1,1.9
,3008,3.148,1,3.1
,3011,5.9664,1,6.0
,3012,15.258,1,15.3
,3013,5.6587,1,5.7
,3015,8.8059,1,8.8
,3016,7.3729,1,7.4
,3018,17.6826,1,17.7
,3019,4.3246,1,4.3
,3020,25.1062,1,25.1
,3021,19.4985,1,19.5
,3022,2.1307,1,2.1
,3023,39.5156,1,39.5
,3024,143.8812,1,75.2
,3024,143.8812,2,68.7
,3025,14.0387,1,14.0
,3026,28.0154,1,28.0
,3027,3.8324,1,3.8
,3028,15.9215,1,15.9
,3029,117.7951,1,117.8
,3030,240.1449,1,89.0
,3030,240.1449,2,151.1
,3031,5.0163,1,5.0
,3032,9.7503,1,9.7
,3033,9.0694,1,9.1
,3034,5.4087,1,5.4
,3036,18.1531,1,18.2
,3037,22.5466,1,22.5
,3038,13.3509,1,13.4
,3039,4.3551,1,4.4
,3040,8.7364,1,8.7
,3041,8.2317,1,8.2
,3042,8.8886,1,8.9
,3043,12.4013,1,12.4
,3044,8.0231,1,8.0
,3045,27.0408,1,27.0
,3046,14.2984,1,14.3
,3047,11.4857,1,11.5
,3048,7.7607,1,7.8
,3049,10.072,1,10.1
,3051,2.3457,1,2.3
,3052,4.0649,1,4.1
,3053,1.749,1,1.7
,3054,2.3042,1,2.3
,3055,3.2333,1,3.2
,3056,4.9839,1,5.0
,3057,2.2572,1,2.3
,3058,11.7022,1,11.7
,3059,30.5625,1,30.6
,3060,5.2301,1,5.2
,3061,12.247,1,12.2
,3062,5.4102,1,5.4
,3063,45.0391,1,45.0
,3064,132.217,1,132.2
,3065,1.4195,1,1.4
,3066,1.3265,1,1.3
,3067,1.8302,1,1.8
,3068,4.0529,1,4.1
,3070,6.0094,1,6.0
,3071,5.1328,1,5.1
,3072,11.4069,1,11.4
,3073,19.0274,1,19.0
,3074,14.7441,1,14.7
,3075,7.7247,1,7.7
,3076,35.2737,1,35.3
,3078,6.3555,1,6.4
,3079,7.5901,1,7.6
,3081,6.231,1,6.2
,3082,13.066,1,13.1
,3083,18.5062,1,18.5
,3084,13.1099,1,13.1
,3085,7.5041,1,7.5
,3087,3.7508,1,3.8
,3088,13.2315,1,13.2
,3089,17.836,1,17.8
,3090,10.9752,1,11.0
,3091,15.3453,1,15.3
,3093,6.8224,1,6.8
,3094,3.8318,1,3.8
,3095,30.2143,1,30.2
,3096,8.9885,1,9.0
,3097,39.7808,1,21.0
,3097,39.7808,2,18.7
,3099,99.9978,1,29.0
,3099,99.9978,2,71.0
,3101,10.4848,1,10.5
,3102,4.0647,1,4.1
,3103,5.2739,1,5.3
,3104,9.0929,1,9.1
,3105,6.5138,1,6.5
,3106,16.1176,1,16.1
,3107,5.9227,1,5.9
,3108,8.8038,1,8.8
,3109,11.1081,1,11.1
,3111,11.691,1,11.7
,3113,26.1086,1,26.1
,3114,9.4751,1,9.5
,3115,23.2172,1,16.1
,3115,23.2172,2,7.1
,3116,22.2024,1,22.2
,3121,6.2124,1,6.2
,3122,5.8773,1,5.9
,3123,3.4843,1,3.5
,3124,7.589,1,7.6
,3125,6.0826,1,6.1
,3126,3.1303,1,3.1
,3127,6.1341,1,6.1
,3128,7.0123,1,7.0
,3129,6.1311,1,6.1
,3130,12.2042,1,12.2
,3131,9.1487,1,9.1
,3132,6.6271,1,6.6
,3133,10.7938,1,10.8
,3134,22.8758,1,22.9
,3135,9.183,1,9.2
,3136,23.0084,1,23.0
,3137,12.6832,1,12.7
,3138,12.5016,1,12.5
,3139,238.1913,1,38.8
,3139,238.1913,2,197.4
,3139,238.1913,5,2.0
,3140,29.1737,1,29.2
,3141,3.5475,1,3.5
,3142,4.2727,1,4.3
,3143,2.1647,1,2.2
,3144,3.4212,1,3.4
,3145,8.9808,1,9.0
,3146,8.2367,1,8.2
,3147,5.4627,1,5.5
,3148,2.9967,1,3.0
,3149,15.1846,1,15.2
,3150,27.2797,1,27.3
,3151,4.2629,1,4.3
,3152,22.2598,1,22.3
,3153,14.4818,1,14.5
,3154,6.3676,1,6.4
,3155,11.3404,1,11.3
,3156,53.5101,1,53.5
,3158,6.2172,1,6.2
,3159,14.0266,1,14.0
,3160,20.945,1,20.9
,3161,4.2015,1,4.2
,3162,4.7426,1,4.7
,3163,7.213,1,7.2
,3165,9.0148,1,9.0
,3166,8.4651,1,8.5
,3167,6.6515,1,6.7
,3168,9.4112,1,9.4
,3169,11.4472,1,11.4
,3170,10.7189,1,10.7
,3171,11.0861,1,11.1
,3172,12.7476,1,12.7
,3173,21.7137,1,21.7
,3174,12.3027,1,12.3
,3175,73.8315,1,73.8
,3177,5.1935,1,5.2
,3178,21.7653,1,21.8
,3179,8.6902,1,8.7
,3180,5.6689,1,5.7
,3181,2.914,1,2.9
,3182,3.7075,1,3.7
,3183,3.0288,1,3.0
,3184,2.5953,1,2.6
,3185,3.1474,1,3.1
,3186,8.3701,1,8.4
,3187,5.6196,1,5.6
,3188,5.746,1,5.7
,3189,4.5832,1,4.6
,3190,3.6581,1,3.7
,3191,3.7129,1,3.7
,3192,10.5931,1,10.6
,3193,8.3259,1,8.3
,3194,7.5255,1,7.5
,3195,24.4768,1,24.5
,3196,10.6833,1,10.7
,3197,5.8242,1,5.8
,3198,12.3974,1,12.4
,3199,34.3393,1,34.3
,3200,5.1183,1,5.1
,3201,20.308,1,20.3
,3202,7.1165,1,7.1
,3204,8.3629,1,8.4
,3205,2.1899,1,2.2
,3206,3.6867,1,3.7
,3207,9.6687,1,9.7
,3211,181.1975,2,181.2
,3212,189.5698,1,52.1
,3212,189.5698,2,137.5
,3213,250.7679,1,11.4
,3213,250.7679,2,198.2
,3213,250.7679,5,41.1
,3214,27.2177,1,27.2
,3215,17.082,1,17.1
,3216,49.7062,1,38.7
,3216,49.7062,2,11.0
,3217,134.8365,1,60.7
,3217,134.8365,2,74.1
,3218,90.8863,1,29.6
,3218,90.8863,2,27.7
,3218,90.8863,4,33.6
,3219,15.7874,1,15.8
,3220,11.5417,1,11.5
,3221,111.2254,2,42.2
,3221,111.2254,5,69.0
,3222,145.1237,2,145.1
,3223,71.8555,3,56.3
,3223,71.8555,4,15.5
,3224,62.5186,1,48.0
,3224,62.5186,2,14.5
,3225,31.7232,2,22.0
,3225,31.7232,3,9.7
,3226,18.5052,2,18.5
,3227,74.2735,1,10.6
,3227,74.2735,2,63.7
,3228,102.7527,2,102.8
,3230,96.7604,3,6.9
,3230,96.7604,5,89.9
,3231,58.6744,5,58.7
,3232,102.6521,5,102.7
,3233,186.9825,5,187.0
,3234,150.5727,5,150.6
,3235,190.3812,5,190.4
,3236,47.6929,5,47.7
,3237,378.1372,5,378.1
,3238,234.6113,5,234.6
,3239,383.6799,5,383.7
,3240,218.0904,2,94.9
,3240,218.0904,5,123.2
,3241,620.1286,5,620.1
,3242,132.3472,5,132.3
,3243,257.6269,5,257.6
,3249,1244.1821,4,345.6
,3249,1244.1821,5,898.6
,3250,82.9772,4,83.0
,3251,292.1002,5,292.1
,3254,17.6413,4,17.6
,3260,1107.7264,5,1107.7
,3264,119.3816,5,119.4
,3265,895.864,3,3.0
,3265,895.864,5,892.8
,3266,568.1108,5,568.1
,3267,93.4998,5,93.5
,3268,585.1451,5,585.1
,3269,201.1353,5,201.1
,3270,40.1269,5,40.1
,3271,436.6505,5,436.7
,3272,673.721,5,673.7
,3273,223.5373,5,223.5
,3274,276.6066,5,276.6
,3275,16.1264,3,16.1
,3276,334.9388,5,334.9
,3277,211.9207,3,85.6
,3277,211.9207,5,126.3
,3278,61.077,3,61.1
,3279,125.9759,3,41.9
,3279,125.9759,5,84.1
,3280,77.5082,3,77.5
,3281,160.21,3,160.2
,3282,62.7127,3,62.7
,3283,382.9763,3,56.3
,3283,382.9763,5,326.7
,3284,221.4754,3,2.7
,3284,221.4754,5,218.8
,3285,411.2,3,9.0
,3285,411.2,5,402.2
,3286,389.2015,5,389.2
,3287,330.531,5,330.5
,3289,567.1775,5,567.2
,3292,225.208,5,225.2
,3293,482.5043,5,482.5
,3294,931.4482,5,931.4
,3300,322.628,4,198.3
,3300,322.628,5,124.3
,3301,979.2958,5,979.3
,3302,424.7183,5,424.7
,3303,483.4426,5,483.4
,3304,1981.3984,5,1981.4
,3305,801.8053,4,157.6
,3305,801.8053,5,644.2
,3309,113.6684,5,113.7
,3310,123.2041,5,123.2
,3311,371.1008,5,371.1
,3312,2976.5808,5,2976.6
,3314,1399.1395,5,1399.1
,3315,1324.8193,5,1324.8
,3317,383.5895,5,383.6
,3318,1302.0623,5,1302.1
,3319,578.9439,5,578.9
,3321,327.7169,5,327.7
,3322,114.677,5,114.7
,3323,225.9969,5,226.0
,3324,390.3996,5,390.4
,3325,494.5392,5,494.5
,3328,60.7586,4,13.1
,3328,60.7586,5,47.6
,3329,296.2173,5,296.2
,3330,186.7436,5,186.7
,3331,264.0579,2,140.5
,3331,264.0579,4,58.5
,3331,264.0579,5,65.0
,3332,88.3235,4,2.8
,3332,88.3235,5,85.5
,3333,241.7508,5,241.8
,3334,257.5762,2,139.5
,3334,257.5762,5,118.1
,3335,55.0875,1,55.1
,3336,38.1776,1,38.2
,3337,154.9073,1,106.2
,3337,154.9073,2,48.7
,3338,113.0558,1,41.5
,3338,113.0558,2,71.6
,3340,600.3246,1,17.7
,3340,600.3246,2,276.7
,3340,600.3246,3,143.5
,3340,600.3246,5,162.4
,3341,156.4306,2,24.4
,3341,156.4306,3,0.9
,3341,156.4306,5,131.1
,3342,446.8081,5,446.8
,3345,46.1058,2,21.4
,3345,46.1058,5,24.7
,3350,86.7261,2,86.7
,3351,1517.8621,2,344.2
,3351,1517.8621,5,1173.6
,3352,1919.9313,2,1057.4
,3352,1919.9313,5,862.5
,3355,30.3597,2,30.4
,3356,13.8417,2,13.8
,3357,25.4355,2,25.4
,3358,4.9151,2,4.9
,3360,287.3113,5,287.3
,3361,463.5322,5,463.5
,3363,161.8011,2,125.1
,3363,161.8011,5,36.7
,3364,584.9719,2,175.6
,3364,584.9719,5,409.4
,3370,272.5268,5,272.5
,3371,311.63,5,311.6
,3373,888.3971,5,888.4
,3374,154.9187,5,154.9
,3375,367.2823,5,367.3
,3377,1324.6382,4,282.1
,3377,1324.6382,5,1042.6
,3378,308.3383,5,308.3
,3379,1386.9432,5,1386.9
,3380,93.1404,4,93.1
,3381,783.8126,4,27.3
,3381,783.8126,5,756.5
,3384,625.3895,5,625.4
,3385,836.426,4,73.4
,3385,836.426,5,763.0
,3387,882.9256,4,22.5
,3387,882.9256,5,860.4
,3388,494.6358,5,494.6
,3390,440.0354,5,440.0
,3391,343.867,5,343.9
,3392,609.7559,5,609.8
,3393,1395.0468,5,1395.0
,3395,833.6486,5,73.5
,3395,833.6486,6,760.1
,3396,914.866,6,914.9
,3400,23.8292,3,23.8
,3401,4611.4465,3,699.7
,3401,4611.4465,5,3911.8
,3407,581.2878,5,581.3
,3409,1588.7818,5,1588.8
,3412,323.2481,5,323.2
,3413,977.4022,5,977.4
,3414,693.9583,5,694.0
,3415,47.4742,5,47.5
,3418,2954.2891,5,2954.3
,3419,1027.2714,5,1027.3
,3420,1674.1958,5,792.2
,3420,1674.1958,6,882.0
,3423,716.2215,5,716.2
,3424,1363.5154,6,1363.5
,3427,67.7506,1,67.8
,3428,33.6846,1,33.7
,3429,173.6279,1,87.6
,3429,173.6279,2,86.1
,3430,86.8846,1,14.8
,3430,86.8846,2,72.1
,3431,72.5941,3,30.3
,3431,72.5941,5,42.3
,3432,27.6545,2,27.7
,3433,25.7516,5,25.8
,3434,167.1149,5,167.1
,3435,263.3536,5,263.4
,3437,184.8321,2,34.6
,3437,184.8321,3,31.1
,3437,184.8321,4,45.5
,3437,184.8321,5,73.7
,3438,26.2249,3,7.6
,3438,26.2249,4,18.6
,3440,38.9733,4,39.0
,3441,34.0169,4,34.0
,3442,275.7369,4,5.8
,3442,275.7369,5,269.9
,3444,935.7371,5,935.7
,3446,88.1952,4,11.0
,3446,88.1952,5,77.2
,3447,47.9579,5,48.0
,3448,220.36,4,11.7
,3448,220.36,5,208.6
,3450,22.8791,4,22.9
,3451,311.8368,4,272.8
,3451,311.8368,5,39.1
,3453,171.696,2,171.7
,3458,351.9543,5,352.0
,3460,45.0525,5,45.1
,3461,551.8473,5,551.8
,3462,139.6158,4,19.2
,3462,139.6158,5,120.5
,3463,530.6538,4,73.1
,3463,530.6538,5,457.5
,3464,116.2721,4,4.2
,3464,116.2721,5,112.1
,3465,880.5183,4,129.5
,3465,880.5183,5,751.0
,3467,102.8086,5,102.8
,3468,222.4462,5,222.4
,3469,228.7419,5,228.7
,3472,461.4507,5,461.5
,3475,508.9179,5,508.9
,3477,2037.7764,5,2037.8
,3478,488.8625,5,488.9
,3480,1438.5685,5,1438.6
,3482,517.7201,5,517.7
,3483,1177.4827,5,1177.5
,3485,627.4353,5,627.4
,3487,317.5964,5,317.6
,3488,307.5921,5,307.6
,3489,453.1693,5,453.2
,3490,15437.9491,5,8593.4
,3490,15437.9491,6,6844.5
,3491,1143.6908,5,1143.7
,3494,930.7194,5,930.7
,3496,3380.7812,3,106.7
,3496,3380.7812,5,3274.1
,3498,64.5178,3,64.5
,3500,78.0417,3,75.8
,3500,78.0417,5,2.2
,3501,1022.8815,3,24.1
,3501,1022.8815,5,998.8
,3505,537.6072,3,102.0
,3505,537.6072,5,435.6
,3506,433.4114,6,433.4
,3507,462.7314,5,462.7
,3509,619.975,6,620.0
,3512,1290.4311,6,1290.4
,3515,226.4581,2,201.0
,3515,226.4581,5,25.4
,3516,340.6389,2,74.6
,3516,340.6389,5,266.0
,3517,999.1275,5,999.1
,3518,1130.4477,5,1130.4
,3520,100.0511,5,100.1
,3521,115.8073,5,115.8
,3522,193.6226,5,193.6
,3523,680.5253,5,680.5
,3525,1065.8325,5,1065.8
,3527,1187.3064,5,1187.3
,3529,291.6863,5,291.7
,3530,485.3808,5,485.4
,3531,331.7689,5,331.8
,3533,1361.3987,5,1361.4
,3537,781.5452,5,781.5
,3540,521.4988,5,521.5
,3542,394.0098,5,394.0
,3544,1004.3354,5,1004.3
,3546,1235.9728,5,1236.0
,3549,980.3663,5,980.4
,3550,52.7325,2,52.7
,3551,1767.4856,2,976.2
,3551,1767.4856,5,791.3
,3555,40.9147,2,40.9
,3556,253.373,2,253.4
,3557,268.6411,2,180.6
,3557,268.6411,5,88.0
,3558,345.8443,5,345.8
,3559,567.1549,5,567.2
,3561,645.1897,3,26.7
,3561,645.1897,5,618.5
,3562,141.044,5,141.0
,3563,119.7043,5,119.7
,3564,640.5675,3,376.4
,3564,640.5675,5,264.2
,3565,57.3943,5,57.4
,3566,131.5341,5,131.5
,3567,159.5244,5,159.5
,3568,514.4433,5,514.4
,3570,570.2825,2,78.5
,3570,570.2825,5,491.7
,3571,348.6153,5,348.6
,3572,274.0718,5,274.1
,3573,630.2312,5,630.2
,3575,782.5248,5,782.5
,3576,146.0941,5,146.1
,3579,1943.5644,5,1943.6
,3580,59.0798,5,59.1
,3581,144.6021,5,144.6
,3583,28.7574,5,28.8
,3584,100.7873,5,100.8
,3585,1073.5597,4,126.6
,3585,1073.5597,5,947.0
,3586,210.9292,4,69.0
,3586,210.9292,5,142.0
,3588,32.8501,4,32.9
,3589,30.1912,4,13.2
,3589,30.1912,5,17.0
,3590,32.6283,5,32.6
,3591,18.9119,5,18.9
,3594,29.0315,5,29.0
,3595,36.5777,5,36.6
,3596,141.1499,5,141.1
,3597,1149.0146,5,1149.0
,3599,163.9824,5,164.0
,3607,80.6847,5,80.7
,3608,532.8675,5,532.9
,3610,264.407,5,264.4
,3612,469.4716,5,469.5
,3614,84.8059,3,68.2
,3614,84.8059,5,16.6
,3616,280.6496,3,108.9
,3616,280.6496,5,171.7
,3617,33.3432,5,33.3
,3618,55.8419,5,55.8
,3620,360.1536,4,144.1
,3620,360.1536,5,216.1
,3621,186.7948,3,47.7
,3621,186.7948,4,27.1
,3621,186.7948,5,112.0
,3622,163.4506,3,163.5
,3623,130.4296,5,130.4
,3624,84.0851,5,84.1
,3629,306.9258,3,170.4
,3629,306.9258,5,136.6
,3630,141.9294,3,42.9
,3630,141.9294,5,99.0
,3631,642.0731,3,418.2
,3631,642.0731,5,223.9
,3633,54.1272,3,54.1
,3634,309.0822,3,168.9
,3634,309.0822,5,140.2
,3635,181.4429,5,181.4
,3636,393.6823,5,393.7
,3637,231.2211,5,231.2
,3638,445.6388,5,445.6
,3639,500.3659,5,500.4
,3640,163.882,5,163.9
,3641,252.735,5,252.7
,3644,474.9207,4,400.9
,3644,474.9207,5,74.0
,3646,340.9775,5,341.0
,3647,16.4971,5,16.5
,3649,162.0912,5,162.1
,3658,565.5683,4,53.6
,3658,565.5683,5,512.0
,3659,177.9421,4,1.4
,3659,177.9421,5,176.5
,3660,629.2936,4,213.3
,3660,629.2936,5,416.0
,3662,412.6574,5,412.7
,3663,68.6945,5,68.7
,3664,228.9422,5,228.9
,3665,185.2391,5,185.2
,3666,1367.6298,5,1367.6
,3669,835.6248,5,835.6
,3670,253.1654,5,253.2
,3672,315.3043,4,315.3
,3673,897.1911,5,897.2
,3675,478.2077,3,51.0
,3675,478.2077,5,427.2
,3677,48.7989,3,48.8
,3678,2455.1901,3,653.4
,3678,2455.1901,5,1801.8
,3682,340.659,3,37.7
,3682,340.659,5,302.9
,3683,267.4078,5,267.4
,3685,351.3304,4,162.5
,3685,351.3304,5,188.9
,3687,36.5587,4,36.6
,3688,191.8088,2,139.8
,3688,191.8088,5,52.0
,3690,81.556,2,81.6
,3691,1836.0219,2,485.6
,3691,1836.0219,5,1350.4
,3695,181.8809,2,45.4
,3695,181.8809,5,136.5
,3697,140.6154,5,140.6
,3698,48.8349,5,48.8
,3699,502.9748,5,503.0
,3700,279.7447,5,279.7
,3701,3023.1179,5,3023.1
,3704,168.3608,5,168.4
,3705,238.419,5,238.4
,3707,2318.0758,5,2318.1
,3708,75.4363,5,75.4
,3709,542.5545,5,542.6
,3711,61.3675,5,61.4
,3712,328.1289,5,328.1
,3713,675.9291,5,675.9
,3714,618.0037,5,618.0
,3715,235.2731,5,235.3
,3717,1053.3242,5,1053.3
,3718,88.3678,5,88.4
,3719,236.4606,5,236.5
,3720,192.6304,5,192.6
,3722,404.0425,5,404.0
,3723,3119.7244,5,3119.7
,3725,309.469,5,309.5
,3726,245.464,5,245.5
,3727,246.6493,5,246.6
,3728,376.2679,5,376.3
,3730,485.6681,4,97.8
,3730,485.6681,5,387.8
,3732,254.3079,5,254.3
,3733,57.6719,5,57.7
,3735,208.1647,5,208.2
,3737,1740.7366,5,1740.7
,3738,27.746,5,27.7
,3739,53.4715,5,53.5
,3740,679.6769,5,679.7
,3741,752.342,5,752.3
,3744,43.9889,5,44.0
,3746,56.3173,3,29.1
,3746,56.3173,5,27.2
,3747,423.8099,5,423.8
,3749,186.7638,2,42.8
,3749,186.7638,5,144.0
,3750,53.892,1,53.9
,3751,27.2386,1,27.2
,3752,21.4539,1,21.5
,3753,111.7189,1,6.5
,3753,111.7189,2,105.2
,3754,56.0586,1,56.1
,3755,28.3934,1,28.4
,3756,200.8844,1,17.9
,3756,200.8844,2,83.1
,3756,200.8844,5,99.9
,3757,285.4996,1,5.4
,3757,285.4996,2,141.0
,3757,285.4996,5,139.1
,3758,44.7055,2,18.7
,3758,44.7055,4,9.3
,3758,44.7055,5,16.6
,3759,21.0901,1,11.9
,3759,21.0901,2,9.2
,3760,14.7523,2,14.8
,3761,39.79,2,39.8
,3762,40.5926,2,29.3
,3762,40.5926,5,11.2
,3763,115.1449,2,38.4
,3763,115.1449,5,76.7
,3764,439.0863,4,147.7
,3764,439.0863,5,291.4
,3765,11.0304,1,11.0
,3766,8.4659,1,8.5
,3767,7.9363,1,7.9
,3770,135.0123,1,51.1
,3770,135.0123,2,83.9
,3775,173.7615,2,173.8
,3777,373.3849,2,40.2
,3777,373.3849,4,159.5
,3777,373.3849,5,173.7
,3778,220.4256,4,45.8
,3778,220.4256,5,174.6
,3779,580.4188,5,580.4
,3781,42.3677,1,38.4
,3781,42.3677,2,3.9
,3782,88.6992,1,88.7
,3783,202.3353,1,16.0
,3783,202.3353,2,61.8
,3783,202.3353,5,124.5
,3785,5.512,1,5.5
,3786,4.5146,1,4.5
,3787,3.4167,1,3.4
,3788,17.7524,1,17.8
,3789,6.6593,1,6.7
,3791,12.0532,1,12.1
,3792,3.9761,1,4.0
,3793,19.8847,1,19.9
,3795,30.1745,1,30.2
,3796,16.9894,1,17.0
,3797,142.6249,2,6.2
,3797,142.6249,5,136.4
,3799,706.2156,2,2.8
,3799,706.2156,5,703.4
,3802,15.1323,1,15.1
,3803,8.415,1,8.4
,3804,31.6453,1,31.6
,3805,27.578,1,27.6
,3806,45.7677,1,45.8
,3807,14.697,1,14.7
,3808,35.2809,1,35.3
,3809,48.0637,1,23.8
,3809,48.0637,2,24.2
,3810,142.7164,1,67.0
,3810,142.7164,2,75.7
,3812,97.376,1,2.7
,3812,97.376,2,94.7
,3813,69.6945,2,69.7
,3814,77.7275,2,70.7
,3814,77.7275,5,7.0
,3815,103.9187,4,16.5
,3815,103.9187,5,87.4
,3816,151.417,4,81.4
,3816,151.417,5,70.0
,3818,279.626,4,124.5
,3818,279.626,5,155.1
,3820,74.2902,4,74.3
,3821,298.5327,4,109.5
,3821,298.5327,5,189.0
,3822,62.764,4,62.8
,3823,122.4606,3,46.6
,3823,122.4606,5,75.9
,3824,213.4934,3,183.2
,3824,213.4934,5,30.3
,3825,1871.9394,3,296.3
,3825,1871.9394,5,1575.7
,3831,176.2022,5,176.2
,3832,52.414,5,52.4
,3833,931.5574,5,931.6
,3835,65.7048,5,65.7
,3840,341.1902,3,164.4
,3840,341.1902,4,98.6
,3840,341.1902,5,78.1
,3842,21.4535,3,21.5
,3844,577.0376,3,306.0
,3844,577.0376,5,271.0
,3847,485.7597,5,485.8
,3850,48.6122,4,48.6
,3851,1883.4399,4,339.2
,3851,1883.4399,5,1544.2
,3852,8.6506,4,8.7
,3854,172.3629,3,165.3
,3854,172.3629,5,7.0
,3856,148.7576,3,41.0
,3856,148.7576,5,107.7
,3857,67.568,5,67.6
,3858,2574.771,5,2574.8
,3859,193.1815,5,193.2
,3860,1396.8374,5,1396.8
,3862,3055.3476,4,34.3
,3862,3055.3476,5,3021.0
,3864,187.1784,5,187.2
,3865,12.9135,5,12.9
,3869,97.2314,5,97.2
,3870,273.5315,5,273.5
,3871,291.253,5,291.3
,3873,92.7613,5,92.8
,3874,269.2634,5,257.8
,3874,269.2634,6,11.5
,3875,2405.0453,4,300.3
,3875,2405.0453,5,2104.7
,3878,18.0798,5,18.1
,3880,167.6982,5,167.7
,3882,68.2582,4,37.5
,3882,68.2582,5,30.7
,3885,3509.4039,5,2180.5
,3885,3509.4039,6,1328.9
,3886,55.2811,5,55.3
,3887,318.8285,5,318.8
,3888,3372.9732,5,863.2
,3888,3372.9732,6,2509.8
,3889,1714.1053,5,352.7
,3889,1714.1053,6,1361.4
,3890,1717.2022,6,1717.2
,3891,1330.8744,6,1330.9
,3892,243.8424,6,243.8
,3893,528.0895,5,528.1
,3895,286.7583,5,286.8
,3896,1097.7093,5,1097.7
,3898,1392.3469,5,1392.3
,3900,1211.4742,5,1211.5
,3902,26.4884,5,26.5
,3903,41.6349,5,41.6
,3904,27.6078,5,27.6
,3909,327.2096,4,146.9
,3909,327.2096,5,180.3
,3910,28.8446,1,28.8
,3911,18.6901,1,18.7
,3912,72.3275,1,72.3
,3913,23.6157,1,23.6
,3915,64.8347,1,64.8
,3916,35.1777,2,35.2
,3918,17.216,1,17.2
,3919,6.5625,1,6.6
,3920,15.4031,1,15.4
,3921,170.2291,6,170.2
,3922,67.9514,4,68.0
,3923,17.4334,4,17.4
,3925,30.7786,4,8.2
,3925,30.7786,5,22.5
,3926,54.1204,1,28.9
,3926,54.1204,2,25.2
,3927,14.9111,1,14.9
,3928,28.7388,2,28.7
,3929,55.132,2,55.1
,3930,23.2077,1,23.2
,3931,21.0928,1,21.1
,3933,42.8797,1,42.9
,3934,30.2094,1,30.2
,3936,45.0575,1,45.1
,3937,38.6917,2,38.7
,3938,4.2898,1,4.3
,3939,98.5117,1,33.0
,3939,98.5117,2,65.5
,3940,4.6396,1,4.6
,3941,24.3906,1,24.4
,3942,6.2857,1,6.3
,3943,7.0136,1,7.0
,3944,11.3277,1,11.3
,3945,153.6199,5,153.6
,3946,46.1603,5,46.2
,3950,120.9764,5,121.0
,3951,167.0977,4,9.6
,3951,167.0977,5,157.5
,3953,504.8299,4,337.8
